Date,Actual_Oilprice,ARIMA baseline,SARIMAX + oil + us-index,ANN + oil,ANN + oil + us-index
2020-09-11,37.556,46.96689426792185,72.64869776850013,42.33966150946563,43.11747173275508
2020-09-18,39.554,47.616090362177204,72.51308935994668,37.99784015377898,38.77898110159579
2020-09-25,39.78,48.2432112829318,73.4202628516491,39.12157578449437,39.90714171069681
2020-10-02,38.992,48.84910124503287,73.19892498941243,40.0233222854055,40.252478783819306
2020-10-09,40.188,49.434564542090385,72.87003563073681,39.65758603879687,40.39933692472174
2020-10-16,40.33,50.00036798835648,72.87315306541619,40.430920781320964,41.025554305046576
2020-10-23,40.426,50.547243178727115,72.45385810103826,40.803626248767756,41.356174585014685
2020-10-30,37.316,51.07588858188783,72.85133102266047,40.94407939232893,41.69135071519072
2020-11-06,37.708,51.586971480329645,72.61284726968715,37.88635940467117,38.58758188787659
2020-11-13,40.658,52.08112976977926,72.35877634331689,37.65772843734327,38.542594859373516
2020-11-20,41.516000000000005,52.55897362950917,72.02209339794278,40.66529376484671,41.1809870892943
2020-11-27,44.796,53.0210870740092,71.77893349295037,42.32612335376234,42.90097309335327
2020-12-04,45.37,53.46802939560328,71.03230788723653,45.41551224499854,45.84110929637808
2020-12-11,46.038,53.90033650677566,70.86552513188916,46.233151460856135,46.9051338712907
2020-12-18,47.968,54.31852219022318,70.37141173520587,46.730799442975645,47.29343500538061
2020-12-25,47.7325,54.72307926396755,70.41895261406657,48.3256459435696,48.97152128220529
2021-01-01,47.985,55.11448066823898,70.13253830289763,48.373268019545904,48.88657793637232
2021-01-08,50.094,55.49318048027338,69.95055805348825,48.40920481755337,49.120714517828034
2021-01-15,52.751999999999995,55.85961486264689,70.44155401549213,50.271221175708455,50.767317116345176
2021-01-22,52.774,56.21420295029695,70.46961092760665,53.19662202938535,53.33883797198561
2021-01-29,52.524,56.557347680946876,70.49299168770209,53.588420923026355,53.98288585823161
2021-02-05,55.396,56.889436573255445,71.06504095137011,53.015688864542604,53.45992676631772
2021-02-12,58.54,57.21084245665228,70.55378166395018,55.42105701153378,55.50088618084557
2021-02-19,60.092999999999996,57.521924156490044,70.59274959744255,58.94753691149688,59.18271084423187
2021-02-26,62.303999999999995,57.82302713784348,70.35582456180893,60.89593305127552,60.9122706996511
2021-03-05,62.29200000000001,58.11448411101024,71.13830066633577,62.84165800857536,63.013541993892716
2021-03-12,65.022,58.396615601516814,71.57474152145033,62.851380311013244,62.741515839411385
2021-03-19,63.222,58.669730487203566,71.53109743593889,65.17444023040947,65.06520788475723
2021-03-26,59.95,58.93412650475254,71.99871263784735,63.75525745530142,63.88541960470518
2021-04-02,60.66,59.19009072783002,72.55829216279783,60.18889314815232,60.44988969484373
2021-04-09,59.348,59.43790001884004,71.9519511176565,60.0595268290692,60.167498094406454
2021-04-16,61.926,59.677821456124946,71.53421487061827,59.28642537842034,59.72324723764784
2021-04-23,62.182,59.910112738301905,71.02295558319834,61.78229249912137,61.931352098040364
2021-04-30,63.472,60.13502256729016,70.80005900362198,62.497255446538176,62.770080423654164
2021-05-07,65.1,60.352791011461015,70.87799487060673,63.778102418531475,63.953220837064386
2021-05-14,65.066,60.56364985022983,70.47428707962574,65.28913607308458,65.31482148442628
2021-05-21,64.114,60.76782290130653,70.13136926489287,65.47393246346768,65.72286623216928
2021-05-28,66.398,60.96552633172672,70.06746185396537,64.35722367416847,64.70150396050971
2021-06-04,68.7425,61.15696895369925,70.21826775658084,66.18099254082709,66.31015937662133
2021-06-11,70.112,61.34235250622682,70.26386023876692,68.87881037928067,68.77575586151752
2021-06-18,71.546,61.521871923383756,71.12427221027852,70.60287621547992,70.51544102565802
2021-06-25,73.48400000000001,61.69571559006862,71.56383050007247,71.87536120699775,71.48507041553225
2021-07-02,74.06800000000001,61.864065585988364,71.88960242406871,73.67784643207757,73.34611881521391
2021-07-09,73.575,62.027097918574654,72.00494750720614,74.38677690138562,74.02912410986512
2021-07-16,73.188,62.18498274548196,72.12652745970234,73.79131931471659,73.61709552633644
2021-07-23,69.684,62.33788458726951,72.37748095139321,73.10839034279395,72.97166405519187
2021-07-30,72.75,62.485962530826335,71.923894205542,69.67909231661123,69.74652389965138
2021-08-06,69.5,62.62937042405853,71.92545292288169,71.998636503777,72.00146362108202
2021-08-13,68.334,62.76825706232143,72.39930299414895,69.69689830805915,69.71044809805295
2021-08-20,65.048,62.902766367046034,72.63155187776348,68.19327530101215,68.22691608084199
2021-08-27,67.59,63.033037556977504,72.38995069011077,64.70480491143111,64.92455366757761
2021-09-03,69.15,63.15920531241588,72.01118237656492,66.88457309616182,66.9189252452044
2021-09-10,68.969,63.28139993282218,72.05326774473667,69.11258310533847,69.01543433691707
2021-09-17,71.688,63.39974748812956,72.31980840982452,69.44441179471941,69.35074755062769
2021-09-24,72.18,63.514369964076366,72.68298954997343,71.65628094631222,71.36732371637211
2021-10-01,75.454,63.62538540185788,73.22230574950785,72.4814667116031,72.12959934789296
2021-10-08,78.50399999999999,63.732908032374326,73.30803520319108,75.56575723986221,74.96473252600154
2021-10-15,81.176,63.8370484053351,73.38752978751552,78.76994881090839,78.13753678435353
2021-10-22,83.476,63.93791351346339,73.04928812480172,81.66719332755413,80.94823045554233
2021-10-29,83.84400000000001,64.03560691202996,73.10851938371013,83.87018489406182,83.29636133620241
2021-11-05,81.788,64.13022883393138,73.33765083264528,84.21304460569225,83.6135027095616
2021-11-12,81.92999999999999,64.22187630051486,73.75382836234381,81.95317472126585,81.58048831446584
2021-11-19,78.99199999999999,64.31064322834023,74.6204752032142,81.45316003671981,80.96680198030619
2021-11-26,76.316,64.39662053205842,75.25175572579062,78.75538984385805,78.24207031688849
2021-12-03,66.89,64.47989622357561,74.91819021509592,75.87122960166239,75.53715085416064
2021-12-10,71.314,64.5605555076627,74.96806916996614,66.56191618013331,67.04938423485845
2021-12-17,71.184,64.63868087416107,75.13173449063412,69.41819724076775,69.2028099034755
2021-12-24,72.238,64.7143521869271,75.00469902744898,70.84084614503969,70.42486804523121
2021-12-31,76.048,64.78764676965054,74.84337178279057,72.55956908788683,72.22021762346111
2022-01-07,77.85799999999999,64.85863948867454,74.9244250844547,75.92617237041863,75.33745355886555
2022-01-14,81.51599999999999,64.92740283293857,74.27132251912253,78.31692000912838,77.62487013694931
2022-01-21,85.66600000000001,64.99400699115922,74.48798422934011,81.83461731260125,81.27958139169083
2022-01-28,86.94,65.0585199263581,75.25175572579062,85.98010458185631,84.94390171850074
2022-02-04,89.596,65.12100744784054,74.77790565452338,87.6061440388715,86.54116401001401
2022-02-11,90.614,65.18153328072388,74.53162831485157,89.79411860678393,89.0398233369128
2022-02-18,92.892,65.24015913310937,74.80284513195848,90.774715083136,89.9091858107333
2022-02-25,92.077,65.29694476098688,75.1379693599929,92.86893960765842,91.86527202807706
2022-03-04,106.798,65.35194803095803,76.05761259041289,92.20489686897416,91.30936938565065
2022-03-11,113.39000000000001,65.405224980859,76.99284299422983,105.7945781058099,103.61114578537612
2022-03-18,100.42999999999999,65.45682987836061,76.83229510824125,114.23809846718159,112.07707040343587
2022-03-25,113.69200000000001,65.50681527761992,76.87438047641302,102.9327650119416,102.19955950765168
2022-04-01,103.89200000000001,65.55523207405436,76.72318489446262,111.27726448639784,109.54297326440967
2022-04-08,99.212,65.60212955730601,77.56489225789787,104.4156622389931,103.37480607537844
2022-04-15,101.46000000000001,65.64755546246117,78.01769964507923,98.82971889154904,97.99113758588675
2022-04-22,104.018,65.69155601958703,78.54844289924534,99.20905206726435,98.03151914804386
2022-04-29,102.848,65.73417600164545,80.05260513205094,103.26846117389407,101.59470593169911
2022-05-06,106.68800000000002,65.7754587708404,80.6168608090205,103.00449236881154,101.15610828683526
2022-05-13,104.998,65.81544632345425,81.18267520332975,106.07638461600781,104.27194544011805
2022-05-20,112.178,65.8541793332251,80.62153696103957,104.98884259336059,103.1983490945093
2022-05-27,113.38,65.8916971933158,79.41664845745541,111.41447746353059,109.58223372443172
2022-06-03,116.032,65.92803805692294,79.47587971636382,113.58729580985657,111.94495007443524
2022-06-10,120.42999999999999,65.96323887657242,80.22250532207768,116.1554130684219,114.24014997529
2022-06-17,116.45599999999999,65.99733544214627,81.69081705607029,119.99540942728235,117.76449835390936
2022-06-24,108.31099999999999,66.03036241768378,81.35569282803587,116.84310234676236,114.6735540925911
2022-07-01,110.96199999999999,66.06235337699839,81.58014812495193,107.90252589554902,106.94052473511307
2022-07-08,103.83699999999999,66.0933408381499,83.06716446702087,108.63667808490878,106.96287336139835
2022-07-15,99.92,66.12335629681061,84.27205297060503,103.16822969754641,101.47753533209644
2022-07-22,102.24,66.15243025856228,83.35552717486443,98.82242350342935,97.37541231650494
2022-07-29,99.604,66.18059227015915,82.98143501333766,100.35970481390846,99.02518913884523
2022-08-05,94.00800000000001,66.20787094979185,82.69151358815441,99.20232166919577,97.7361703730729
2022-08-12,94.652,66.23429401638464,82.41250318434902,93.69173672186197,92.8118153418136
2022-08-19,91.814,66.25988831795817,83.43346304184918,93.14671606274646,92.0553586548999
2022-08-26,94.47200000000001,66.28467985908851,84.73499202049443,91.10997538412418,89.61986722087406
2022-09-02,90.79,66.30869382749177,85.03114831503646,93.63488832255486,91.786010617493
2022-09-09,85.696,66.33195461976312,85.5096745383228,90.71138145112191,89.27475621717794
2022-09-16,87.238,66.35448586629785,85.31015871884183,85.35581711664513,84.1670778208507
2022-09-23,83.462,66.37631045542085,86.52907567848325,85.77129964858882,84.5629203487295
2022-09-30,80.076,66.39745055675034,88.09558660487663,83.09533821509947,81.49706312066473
2022-10-07,88.22200000000001,66.41792764382078,86.96707525093754,79.62259603896256,78.14540182443719
2022-10-14,88.974,66.43776251598867,88.12208479965146,86.7343824114924,85.23140832489533
2022-10-21,85.356,66.45697531964471,87.60614936021243,89.51289070514186,87.09571373480958
2022-10-28,87.87,66.47558556875428,86.34982318441836,86.17963902644065,85.04394033069832
2022-11-04,89.136,66.49361216474831,87.0029257497505,87.02588974815663,85.78926965071219
2022-11-11,88.41,66.51107341578506,84.9204793839181,88.79160019581245,86.89165053327146
2022-11-18,84.02000000000001,66.52798705540314,83.07339933637967,88.5868438011036,87.84459110659259
2022-11-25,78.428,66.54437026058532,83.06560574968118,83.97536958879324,83.42601841898491
2022-12-02,79.292,66.56023966925194,82.41250318434902,77.7608334565293,77.23151802317668
2022-12-09,73.064,66.57561139720207,81.91838978766572,77.81685505385981,77.29365254638279
2022-12-16,75.124,66.59050105452023,81.38686717482977,72.78539266212768,72.38904171615184
2022-12-23,77.27799999999999,66.60492376146566,81.29957900380685,74.09904400419258,73.55185488741434
2022-12-30,79.2325,66.61889416386043,81.05330166413506,76.73433929481693,75.73966034782812
2023-01-06,74.2675,66.63242644799277,81.3825807021456,79.52209386145043,78.52696687223684
2023-01-13,77.096,66.64553435505057,80.09936665224177,74.87032850825533,74.1375054518935
2023-01-20,80.287,66.6582311951003,79.6644845144669,76.3123992993605,75.93587151766727
2023-01-27,80.326,66.67052986062573,79.41197230543634,79.90380271343672,78.87502357978383
2023-02-03,76.506,66.68244283964032,79.53666969261192,80.90535209128691,80.08910531865789
2023-02-10,77.506,66.69398222838683,80.63400669975712,76.8537753565721,76.28243299902903
2023-02-17,78.51,66.70515974363738,80.77584997766937,76.76276817029635,75.74369448964819
2023-02-24,75.595,66.71598673460645,81.43206997768091,78.07896688801848,77.15120638765822
2023-03-03,77.538,66.726474194489,81.60976375440615,75.84281736890522,74.86679050647498
2023-03-10,77.31,66.73663277163595,81.91215491830695,76.99072163025157,76.06511903511276
2023-03-17,69.6,66.74647278037799,81.05018422945568,77.17468586849112,76.09880833266195
2023-03-24,69.332,66.75600421150918,80.20224199666163,70.02686397815098,69.98199066205471
2023-03-31,73.788,66.76523674244102,79.89673339808145,68.14599053770569,68.00870317408132
2023-04-07,80.6225,66.77417974703727,79.36793854058995,72.70916049300575,71.9403857077287
2023-04-14,81.86600000000001,66.78284230513974,79.31377311303555,80.8133945298607,79.67104304507023
2023-04-21,79.218,66.79123321179475,79.41353102277603,83.0846915104079,81.91628300069382
2023-04-28,76.314,66.7993609861897,79.15790137906605,80.03113380592646,79.30268276303583
2023-05-05,71.164,66.8072338803088,79.19219316053933,76.03261187392413,75.650879942367
2023-05-12,72.034,66.81485988731711,79.37144565460427,70.60840691556484,70.38616495800463
2023-05-19,71.618,66.82224674968097,80.21938788739828,70.87666472219219,70.3937886112029
2023-05-26,72.61600000000001,66.8294019670336,80.90366479952435,71.18379547842993,70.31441528005661
2023-06-02,69.8525,66.83633280379367,81.0669404408574,72.5320371359192,71.59936448490768
2023-06-09,71.562,66.8430462965445,80.9176932555816,70.03086196502086,69.3914565862017
2023-06-16,69.422,66.84954926118174,80.16327406316927,71.12939999056651,70.4333611569131
2023-06-23,70.599,66.85584829983651,79.87179392064631,69.4508314520744,69.09436388405646
2023-06-30,69.364,66.86194980758134,80.16950893252806,70.36500616600394,69.81490372343623
2023-07-07,71.58099999999999,66.86785997892537,80.22874019143646,69.34304850120627,68.72195542990258
2023-07-14,75.19800000000001,66.87358481410591,78.54376674722626,71.37432483024214,70.65424973061795
2023-07-21,75.608,66.8791301251824,78.24916917002393,75.1566159434126,74.71253076032954
2023-07-28,79.67999999999999,66.88450154193909,79.0238516878523,76.24087852003696,75.45811861045297
2023-08-04,81.398,66.88970451760251,79.69877629594019,79.7807634155153,78.65153535507596
2023-08-11,83.042,66.89474433437952,79.873352637986,81.78454057023903,80.55966296662601
2023-08-18,80.928,66.89962610882148,80.55139468075329,83.42880858363401,82.28784994062626
2023-08-25,79.97200000000001,66.90435479702023,80.79455458574571,81.23837452399853,80.15243429785461
2023-09-01,82.5,66.90893519964091,80.83663995391747,79.68503663124739,78.85601288688125
2023-09-08,86.96000000000001,66.91337196679689,81.68614090405117,81.83659857183765,80.7481155854381
2023-09-15,89.144,66.91766960277175,81.79680983516953,86.79597697431628,85.10735656695076
2023-09-22,90.27799999999999,66.92183247059319,82.05399819621918,89.67625586144243,88.20530507621382
2023-09-29,91.44000000000001,66.9258647964632,82.82088712734908,90.69133755996978,89.17762245075606
2023-10-06,85.50399999999999,66.92977067404955,83.09054522711631,91.44932123111091,89.81689126366942
2023-10-13,84.898,66.93355406864238,82.76321458578037,85.7650107969997,84.770102274397
2023-10-20,88.026,66.93721882118055,82.84115045276512,83.91114088931373,83.04957894477553
2023-10-27,85.196,66.94076865215162,82.8458266047842,86.92732712538849,85.531834640112
2023-11-03,81.99,66.94420716536946,82.73671639100556,85.45929086347084,84.34469904444845
2023-11-10,77.85799999999999,66.94753785163344,82.31742142662763,81.80419722656119,80.99297323196686
2023-11-17,76.976,66.95076409227276,81.41804152162366,77.1063282688361,76.59938688163814
2023-11-24,76.779,66.95388916257963,80.75714536959303,75.93698963650992,75.50844923885697
2023-12-01,75.494,66.95691623513474,80.34876142659297,76.10643562140923,75.51290528424938
2023-12-08,70.706,66.95984838302847,80.96913092779154,75.31188361836503,74.7629937982311
2023-12-15,70.114,66.962688582981,80.32693938383724,70.6320548669366,70.0842641644561
2023-12-22,73.228,66.96543971836458,79.60057710353941,69.25709619532019,69.06422093043713
2023-12-29,73.515,66.968104582131,78.9139621154038,72.45578994824608,71.81766530510038
2024-01-05,72.4925,66.97068587964728,79.79074061898218,73.822708429434,73.2764202743349
2024-01-12,72.03,66.97318623144233,79.77982959760432,72.81906080810728,71.96697604361225
2024-01-19,73.243,66.97560817586756,80.43604959761588,71.8606666720582,71.36587424518603
2024-01-26,76.364,66.97795417167396,80.6153020916808,72.94352789795896,71.95479628082984
2024-02-02,75.782,66.9802266005084,80.62465439571896,76.25399382232813,75.23263935720658
2024-02-09,75.046,66.98242776933165,81.20917339810455,76.27480574949,75.35922687507536
2024-02-16,78.16600000000001,66.98455991276052,81.43518741236032,75.19723165021036,74.2561680513949
2024-02-23,78.80699999999999,66.98662519533654,81.09694574964652,77.72867543080233,76.66110971251459
2024-03-01,79.578,66.98862571372356,80.99874655724574,79.01328086375536,78.04173773854635
2024-03-08,79.526,66.99056349883635,80.51242674726093,79.79006494634127,78.80173878840205
2024-03-15,80.42999999999999,66.99244051790248,80.3378504052151,79.53852803204437,78.78824794968193
2024-03-22,82.78999999999999,66.9942586764595,80.9457501676961,80.28412036184555,79.38794564037033
2024-03-29,82.7325,66.99601982028958,81.33192238860552,82.61442648385831,81.34002614691258
2024-04-05,86.354,66.99772573729331,81.44453971639848,82.96328981756416,81.80457563557579
2024-04-12,86.5125,66.99937815930494,81.60274952637751,86.18148006430228,84.83760291133537
