Date,Oilprice,us-index
2021-07-02,74.06800000000001,92.24199999999999
2021-07-09,73.575,92.39
2021-07-16,73.188,92.546
2021-07-23,69.684,92.868
2021-07-30,72.75,92.286
2021-08-06,69.5,92.288
2021-08-13,68.334,92.896
2021-08-20,65.048,93.19399999999999
2021-08-27,67.59,92.88399999999999
2021-09-03,69.15,92.398
2021-09-10,68.969,92.452
2021-09-17,71.688,92.79400000000001
2021-09-24,72.18,93.26
2021-10-01,75.454,93.952
2021-10-08,78.50399999999999,94.062
2021-10-15,81.176,94.164
2021-10-22,83.476,93.72999999999999
2021-10-29,83.84400000000001,93.806
2021-11-05,81.788,94.1
2021-11-12,81.92999999999999,94.63399999999999
2021-11-19,78.99199999999999,95.74600000000001
2021-11-26,76.316,96.556
2021-12-03,66.89,96.128
2021-12-10,71.314,96.192
2021-12-17,71.184,96.402
2021-12-24,72.238,96.239
2021-12-31,76.048,96.03200000000001
2022-01-07,77.85799999999999,96.136
2022-01-14,81.51599999999999,95.298
2022-01-21,85.66600000000001,95.576
2022-01-28,86.94,96.556
2022-02-04,89.596,95.94800000000001
2022-02-11,90.614,95.63199999999999
2022-02-18,92.892,95.97999999999999
2022-02-25,92.077,96.41
2022-03-04,106.798,97.59
2022-03-11,113.39000000000001,98.79
2022-03-18,100.42999999999999,98.584
2022-03-25,113.69200000000001,98.638
2022-04-01,103.89200000000001,98.444
2022-04-08,99.212,99.524
2022-04-15,101.46000000000001,100.105
2022-04-22,104.018,100.786
2022-04-29,102.848,102.71600000000001
2022-05-06,106.68800000000002,103.44000000000001
2022-05-13,104.998,104.16600000000001
2022-05-20,112.178,103.446
2022-05-27,113.38,101.9
2022-06-03,116.032,101.976
2022-06-10,120.42999999999999,102.934
2022-06-17,116.45599999999999,104.81800000000001
2022-06-24,108.31099999999999,104.388
2022-07-01,110.96199999999999,104.676
2022-07-08,103.83699999999999,106.58399999999999
2022-07-15,99.92,108.13
2022-07-22,102.24,106.954
2022-07-29,99.604,106.474
2022-08-05,94.00800000000001,106.102
2022-08-12,94.652,105.744
2022-08-19,91.814,107.054
2022-08-26,94.47200000000001,108.724
2022-09-02,90.79,109.104
2022-09-09,85.696,109.718
2022-09-16,87.238,109.46199999999999
2022-09-23,83.462,111.026
2022-09-30,80.076,113.03599999999999
2022-10-07,88.22200000000001,111.58800000000001
2022-10-14,88.974,113.07000000000001
2022-10-21,85.356,112.40799999999999
2022-10-28,87.87,110.796
2022-11-04,89.136,111.63399999999999
2022-11-11,88.41,108.96199999999999
2022-11-18,84.02000000000001,106.59200000000001
2022-11-25,78.428,106.582
2022-12-02,79.292,105.744
2022-12-09,73.064,105.10999999999999
2022-12-16,75.124,104.428
2022-12-23,77.27799999999999,104.316
2022-12-30,79.2325,104.0
2023-01-06,74.2675,104.4225
2023-01-13,77.096,102.776
2023-01-20,80.287,102.218
2023-01-27,80.326,101.894
2023-02-03,76.506,102.054
2023-02-10,77.506,103.46199999999999
2023-02-17,78.51,103.644
2023-02-24,75.595,104.48599999999999
2023-03-03,77.538,104.71400000000001
2023-03-10,77.31,105.102
2023-03-17,69.6,103.99600000000001
2023-03-24,69.332,102.90799999999999
2023-03-31,73.788,102.516
2023-04-07,80.6225,101.8375
2023-04-14,81.86600000000001,101.768
2023-04-21,79.218,101.896
2023-04-28,76.314,101.568
2023-05-05,71.164,101.612
2023-05-12,72.034,101.84200000000001
2023-05-19,71.618,102.92999999999999
2023-05-26,72.61600000000001,103.80799999999999
2023-06-02,69.8525,104.0175
2023-06-09,71.562,103.826
2023-06-16,69.422,102.85799999999999
2023-06-23,70.599,102.484
2023-06-30,69.364,102.86600000000001
2023-07-07,71.58099999999999,102.94200000000001
2023-07-14,75.19800000000001,100.78
2023-07-21,75.608,100.402
2023-07-28,79.67999999999999,101.396
2023-08-04,81.398,102.262
2023-08-11,83.042,102.48599999999999
2023-08-18,80.928,103.356
2023-08-25,79.97200000000001,103.668
2023-09-01,82.5,103.72200000000001
2023-09-08,86.96000000000001,104.81199999999998
2023-09-15,89.144,104.954
2023-09-22,90.27799999999999,105.28399999999999
2023-09-29,91.44000000000001,106.268
2023-10-06,85.50399999999999,106.614
2023-10-13,84.898,106.194
2023-10-20,88.026,106.29400000000001
2023-10-27,85.196,106.3
2023-11-03,81.99,106.16
2023-11-10,77.85799999999999,105.622
2023-11-17,76.976,104.468
2023-11-24,76.779,103.62
2023-12-01,75.494,103.096
2023-12-08,70.706,103.89200000000001
2023-12-15,70.114,103.06800000000001
2023-12-22,73.228,102.136
2023-12-29,73.515,101.255
2024-01-05,72.4925,102.38
2024-01-12,72.03,102.366
2024-01-19,73.243,103.208
2024-01-26,76.364,103.43800000000002
2024-02-02,75.782,103.45
2024-02-09,75.046,104.2
2024-02-16,78.16600000000001,104.49000000000001
2024-02-23,78.80699999999999,104.056
2024-03-01,79.578,103.92999999999999
2024-03-08,79.526,103.306
2024-03-15,80.42999999999999,103.082
2024-03-22,82.78999999999999,103.862
2024-03-29,82.7325,104.3575
2024-04-05,86.354,104.502
2024-04-12,86.5125,104.705
